Lesson,Exercise ID,Type,Order,Prompt HY,Prompt EN,Prompt RU
w4_l6,w4_l6_match_prompt,translate,3,"Թարգմանիր՝ "նոութբուք"","Translate: "նոութբուք"","Переведи: "նոութբուք""
w4_l6,w4_l6_v0,multiple_choice,4,"Ընտրիր "հեռախոս"-ի թարգմանությունը","Choose the meaning of "phone"","Выбери перевод "телефон""
w4_l6,w4_l6_v0_mc_answer,translate,5,"Թարգմանիր՝ "հեռախոս"","Translate: "հեռախոս"","Переведи: "հեռախոս""
w4_l6,w4_l6_v0_mc_prompt,translate,9,"Թարգմանիր՝ "էկրան"","Translate: "էկրան"","Переведи: "էկրան""
w4_l6,w4_l6_v0_tr_answer,multiple_choice,10,"Ընտրիր "ստեղնաշար"-ի թարգմանությունը","Choose the meaning of "keyboard"","Выбери перевод "клавиатура""
w4_l6,w4_l6_v0_tr_prompt,multiple_choice,14,"Ընտրիր "ֆայլ"-ի թարգմանությունը","Choose the meaning of "file"","Выбери перевод "файл""
w4_l6,w4_l6_v1,translate,15,"Թարգմանիր՝ "ֆայլ"","Translate: "ֆայլ"","Переведи: "ֆայլ""
w4_l6,w4_l6_v1_mc_answer,multiple_choice,16,"Ընտրիր "թղթապանակ"-ի թարգմանությունը","Choose the meaning of "folder"","Выбери перевод "папка""
w4_l6,w4_l6_v1_mc_prompt,multiple_choice,20,"Ընտրիր "հավելված"-ի թարգմանությունը","Choose the meaning of "app"","Выбери перевод "приложение""
w4_l6,w4_l6_v1_tr_answer,translate,21,"Թարգմանիր՝ "հավելված"","Translate: "հավելված"","Переведи: "հավելված""
w4_l6,w4_l6_v1_tr_prompt,translate,25,"Թարգմանիր՝ "էջ"","Translate: "էջ"","Переведи: "էջ""
w4_l6,w4_l6_v10,multiple_choice,26,"Ընտրիր "հղում"-ի թարգմանությունը","Choose the meaning of "link"","Выбери перевод "ссылка""
w4_l6,w4_l6_v10_mc_answer,translate,27,"Թարգմանիր՝ "հղում"","Translate: "հղում"","Переведи: "հղում""
w4_l6,w4_l6_v10_mc_prompt,translate,31,"Թարգմանիր՝ "օգտանուն"","Translate: "օգտանուն"","Переведи: "օգտանուն""
w4_l6,w4_l6_v10_tr_answer,multiple_choice,32,"Ընտրիր "հաշիվ"-ի թարգմանությունը","Choose the meaning of "account"","Выбери перевод "аккаунт""
w4_l6,w4_l6_v10_tr_prompt,multiple_choice,36,"Ընտրիր "wifi"-ի թարգմանությունը","Choose the meaning of "wifi"","Выбери перевод "wifi""
w4_l6,w4_l6_v11,translate,37,"Թարգմանիր՝ "wifi"","Translate: "wifi"","Переведи: "wifi""
w4_l6,w4_l6_v11_mc_answer,multiple_choice,38,"Ընտրիր "ցանց"-ի թարգմանությունը","Choose the meaning of "network"","Выбери перевод "сеть""
w4_l6,w4_l6_v11_mc_prompt,multiple_choice,42,"Ընտրիր "կրկնօրինակ"-ի թարգմանությունը","Choose the meaning of "backup"","Выбери перевод "резервная копия""
w4_l6,w4_l6_v11_tr_answer,translate,43,"Թարգմանիր՝ "կրկնօրինակ"","Translate: "կրկնօրինակ"","Переведи: "կրկնօրինակ""
w4_l6,w4_l6_v11_tr_prompt,translate,47,"Թարգմանիր՝ "սխալ"","Translate: "սխալ"","Переведи: "սխալ""
w4_l6,w4_l6_v12,multiple_choice,48,"Ընտրիր "վիրուս"-ի թարգմանությունը","Choose the meaning of "virus"","Выбери перевод "вирус""
w4_l6,w4_l6_v12_mc_answer,translate,49,"Թարգմանիր՝ "վիրուս"","Translate: "վիրուս"","Переведи: "վիրուս""
w5_l1,w5_l1_match_prompt,translate,3,"Թարգմանիր՝ "տեսակետ"","Translate: "տեսակետ"","Переведи: "տեսակետ""
w5_l1,w5_l1_v0,multiple_choice,4,"Ընտրիր "համաձայն"-ի թարգմանությունը","Choose the meaning of "agree"","Выбери перевод "согласен""
w5_l1,w5_l1_v0_mc_answer,translate,5,"Թարգմանիր՝ "համաձայն"","Translate: "համաձայն"","Переведи: "համաձայն""
w5_l1,w5_l1_v0_mc_prompt,translate,9,"Թարգմանիր՝ "քննարկում"","Translate: "քննարկում"","Переведи: "քննարկում""
w5_l1,w5_l1_v0_tr_answer,multiple_choice,10,"Ընտրիր "փաստարկ"-ի թարգմանությունը","Choose the meaning of "argument"","Выбери перевод "аргумент""
w5_l1,w5_l1_v0_tr_prompt,multiple_choice,14,"Ընտրիր "փաստ"-ի թարգմանությունը","Choose the meaning of "fact"","Выбери перевод "факт""
w5_l1,w5_l1_v1,translate,15,"Թարգմանիր՝ "փաստ"","Translate: "փաստ"","Переведи: "փաստ""
w5_l1,w5_l1_v1_mc_answer,multiple_choice,16,"Ընտրիր "կարծել"-ի թարգմանությունը","Choose the meaning of "to think"","Выбери перевод "думать""
w5_l1,w5_l1_v1_mc_prompt,multiple_choice,20,"Ընտրիր "մտածել"-ի թարգմանությունը","Choose the meaning of "to consider"","Выбери перевод "размышлять""
w5_l1,w5_l1_v1_tr_answer,translate,21,"Թարգմանիր՝ "մտածել"","Translate: "մտածել"","Переведи: "մտածել""
w5_l1,w5_l1_v1_tr_prompt,translate,25,"Թարգմանիր՝ "համոզմունք"","Translate: "համոզմունք"","Переведи: "համոզմունք""
w5_l1,w5_l1_v10,multiple_choice,26,"Ընտրիր "կասկած"-ի թարգմանությունը","Choose the meaning of "doubt"","Выбери перевод "сомнение""
w5_l1,w5_l1_v10_mc_answer,translate,27,"Թարգմանիր՝ "կասկած"","Translate: "կասկած"","Переведи: "կասկած""
w5_l1,w5_l1_v10_mc_prompt,translate,31,"Թարգմանիր՝ "հակասական"","Translate: "հակասական"","Переведи: "հակասական""
w5_l1,w5_l1_v10_tr_answer,multiple_choice,32,"Ընտրիր "ուժեղ"-ի թարգմանությունը","Choose the meaning of "strong"","Выбери перевод "сильный""
w5_l1,w5_l1_v10_tr_prompt,multiple_choice,36,"Ընտրիր "խելամիտ"-ի թարգմանությունը","Choose the meaning of "reasonable"","Выбери перевод "разумный""
w5_l1,w5_l1_v11,translate,37,"Թարգմանիր՝ "խելամիտ"","Translate: "խելամիտ"","Переведи: "խելամիտ""
w5_l1,w5_l1_v11_mc_answer,multiple_choice,38,"Ընտրիր "անհիմն"-ի թարգմանությունը","Choose the meaning of "groundless"","Выбери перевод "необоснованный""
w5_l1,w5_l1_v11_mc_prompt,multiple_choice,42,"Ընտրիր "հիմնավորել"-ի թարգմանությունը","Choose the meaning of "to justify"","Выбери перевод "обосновать""
w5_l1,w5_l1_v11_tr_answer,translate,43,"Թարգմանիր՝ "հիմնավորել"","Translate: "հիմնավորել"","Переведи: "հիմնավորել""
w5_l1,w5_l1_v11_tr_prompt,translate,47,"Թարգմանիր՝ "հակառակորդ"","Translate: "հակառակորդ"","Переведи: "հակառակորդ""
w5_l1,w5_l1_v12,multiple_choice,48,"Ընտրիր "համախոհ"-ի թարգմանությունը","Choose the meaning of "supporter"","Выбери перевод "сторонник""
w5_l1,w5_l1_v12_mc_answer,translate,49,"Թարգմանիր՝ "համախոհ"","Translate: "համախոհ"","Переведи: "համախոհ""
w5_l2,w5_l2_match_prompt,translate,3,"Թարգմանիր՝ "տխուր"","Translate: "տխուր"","Переведи: "տխուր""
w5_l2,w5_l2_v0,multiple_choice,4,"Ընտրիր "զայրացած"-ի թարգմանությունը","Choose the meaning of "angry"","Выбери перевод "злой""
w5_l2,w5_l2_v0_mc_answer,translate,5,"Թարգմանիր՝ "զայրացած"","Translate: "զայրացած"","Переведи: "զայրացած""
w5_l2,w5_l2_v0_mc_prompt,translate,9,"Թարգմանիր՝ "վախեցած"","Translate: "վախեցած"","Переведи: "վախեցած""
w5_l2,w5_l2_v0_tr_answer,multiple_choice,10,"Ընտրիր "հոգնած"-ի թարգմանությունը","Choose the meaning of "tired"","Выбери перевод "уставший""
w5_l2,w5_l2_v0_tr_prompt,multiple_choice,14,"Ընտրիր "անհանգիստ"-ի թարգմանությունը","Choose the meaning of "anxious"","Выбери перевод "тревожный""
w5_l2,w5_l2_v1,translate,15,"Թարգմանիր՝ "անհանգիստ"","Translate: "անհանգիստ"","Переведи: "անհանգիստ""
w5_l2,w5_l2_v1_mc_answer,multiple_choice,16,"Ընտրիր "հուզված"-ի թարգմանությունը","Choose the meaning of "excited"","Выбери перевод "взволнованный""
w5_l2,w5_l2_v1_mc_prompt,multiple_choice,20,"Ընտրիր "հպարտ"-ի թարգմանությունը","Choose the meaning of "proud"","Выбери перевод "гордый""
w5_l2,w5_l2_v1_tr_answer,translate,21,"Թարգմանիր՝ "հպարտ"","Translate: "հպարտ"","Переведи: "հպարտ""
w5_l2,w5_l2_v1_tr_prompt,translate,25,"Թարգմանիր՝ "սիրահարված"","Translate: "սիրահարված"","Переведи: "սիրահարված""
w5_l2,w5_l2_v10,multiple_choice,26,"Ընտրիր "ատելի"-ի թարգմանությունը","Choose the meaning of "hateful"","Выбери перевод "ненавистный""
w5_l2,w5_l2_v10_mc_answer,translate,27,"Թարգմանիր՝ "ատելի"","Translate: "ատելի"","Переведи: "ատելի""
w5_l2,w5_l2_v10_mc_prompt,translate,31,"Թարգմանիր՝ "հիասթափված"","Translate: "հիասթափված"","Переведи: "հիասթափված""
w5_l2,w5_l2_v10_tr_answer,multiple_choice,32,"Ընտրիր "շփոթված"-ի թարգմանությունը","Choose the meaning of "confused"","Выбери перевод "растерянный""
w5_l2,w5_l2_v10_tr_prompt,multiple_choice,36,"Ընտրիր "անհամբեր"-ի թարգմանությունը","Choose the meaning of "impatient"","Выбери перевод "нетерпеливый""
w5_l2,w5_l2_v11,translate,37,"Թարգմանիր՝ "անհամբեր"","Translate: "անհամբեր"","Переведи: "անհամբեր""
w5_l2,w5_l2_v11_mc_answer,multiple_choice,38,"Ընտրիր "ընկճված"-ի թարգմանությունը","Choose the meaning of "depressed"","Выбери перевод "подавленный""
w5_l2,w5_l2_v11_mc_prompt,multiple_choice,42,"Ընտրիր "տրամադրություն"-ի թարգմանությունը","Choose the meaning of "mood"","Выбери перевод "настроение""
w5_l2,w5_l2_v11_tr_answer,translate,43,"Թարգմանիր՝ "տրամադրություն"","Translate: "տրամադրություն"","Переведи: "տրամադրություն""
w5_l2,w5_l2_v11_tr_prompt,translate,47,"Թարգմանիր՝ "ծիծաղ"","Translate: "ծիծաղ"","Переведи: "ծիծաղ""
w5_l2,w5_l2_v12,multiple_choice,48,"Ընտրիր "ժպիտ"-ի թարգմանությունը","Choose the meaning of "smile"","Выбери перевод "улыбка""
w5_l2,w5_l2_v12_mc_answer,translate,49,"Թարգմանիր՝ "ժպիտ"","Translate: "ժպիտ"","Переведи: "ժպիտ""
w5_l3,w5_l3_match_prompt,translate,3,"Թարգմանիր՝ "հեքիաթ"","Translate: "հեքիաթ"","Переведи: "հեքիաթ""
w5_l3,w5_l3_v0,multiple_choice,4,"Ընտրիր "հերոս"-ի թարգմանությունը","Choose the meaning of "hero"","Выбери перевод "герой""
w5_l3,w5_l3_v0_mc_answer,translate,5,"Թարգմանիր՝ "հերոս"","Translate: "հերոս"","Переведи: "հերոս""
w5_l3,w5_l3_v0_mc_prompt,translate,9,"Թարգմանիր՝ "չարագործ"","Translate: "չարագործ"","Переведи: "չարագործ""
w5_l3,w5_l3_v0_tr_answer,multiple_choice,10,"Ընտրիր "սկիզբ"-ի թարգմանությունը","Choose the meaning of "beginning"","Выбери перевод "начало""
w5_l3,w5_l3_v0_tr_prompt,multiple_choice,14,"Ընտրիր "վերջ"-ի թարգմանությունը","Choose the meaning of "end"","Выбери перевод "конец""
w5_l3,w5_l3_v1,translate,15,"Թարգմանիր՝ "վերջ"","Translate: "վերջ"","Переведи: "վերջ""
w5_l3,w5_l3_v1_mc_answer,multiple_choice,16,"Ընտրիր "կերպար"-ի թարգմանությունը","Choose the meaning of "character"","Выбери перевод "персонаж""
w5_l3,w5_l3_v1_mc_prompt,multiple_choice,20,"Ընտրիր "իրադարձություն"-ի թարգմանությունը","Choose the meaning of "event"","Выбери перевод "событие""
w5_l3,w5_l3_v1_tr_answer,translate,21,"Թարգմանիր՝ "իրադարձություն"","Translate: "իրադարձություն"","Переведи: "իրադարձություն""
w5_l3,w5_l3_v1_tr_prompt,translate,25,"Թարգմանիր՝ "ժամանակ"","Translate: "ժամանակ"","Переведи: "ժամանակ""
w5_l3,w5_l3_v10,multiple_choice,26,"Ընտրիր "արկած"-ի թարգմանությունը","Choose the meaning of "adventure"","Выбери перевод "приключение""
w5_l3,w5_l3_v10_mc_answer,translate,27,"Թարգմանիր՝ "արկած"","Translate: "արկած"","Переведи: "արկած""
w5_l3,w5_l3_v10_mc_prompt,translate,31,"Թարգմանիր՝ "հրաշք"","Translate: "հրաշք"","Переведи: "հրաշք""
w5_l3,w5_l3_v10_tr_answer,multiple_choice,32,"Ընտրիր "պատահել"-ի թարգմանությունը","Choose the meaning of "to happen"","Выбери перевод "случиться""
w5_l3,w5_l3_v10_tr_prompt,multiple_choice,36,"Ընտրիր "հիշել"-ի թարգմանությունը","Choose the meaning of "to remember"","Выбери перевод "помнить""
w5_l3,w5_l3_v11,translate,37,"Թարգմանիր՝ "հիշել"","Translate: "հիշել"","Переведи: "հիշել""
w5_l3,w5_l3_v11_mc_answer,multiple_choice,38,"Ընտրիր "մոռանալ"-ի թարգմանությունը","Choose the meaning of "to forget"","Выбери перевод "забыть""
w5_l3,w5_l3_v11_mc_prompt,multiple_choice,42,"Ընտրիր "հանկարծ"-ի թարգմանությունը","Choose the meaning of "suddenly"","Выбери перевод "вдруг""
w5_l3,w5_l3_v11_tr_answer,translate,43,"Թարգմանիր՝ "հանկարծ"","Translate: "հանկարծ"","Переведи: "հանկարծ""
w5_l3,w5_l3_v11_tr_prompt,translate,47,"Թարգմանիր՝ "հետո"","Translate: "հետո"","Переведи: "հետո""
w5_l3,w5_l3_v12,multiple_choice,48,"Ընտրիր "մինչդեռ"-ի թարգմանությունը","Choose the meaning of "meanwhile"","Выбери перевод "тем временем""
w5_l3,w5_l3_v12_mc_answer,translate,49,"Թարգմանիր՝ "մինչդեռ"","Translate: "մինչդեռ"","Переведи: "մինչդեռ""
w5_l4,w5_l4_match_prompt,translate,3,"Թարգմանիր՝ "լուծում"","Translate: "լուծում"","Переведи: "լուծում""
w5_l4,w5_l4_v0,multiple_choice,4,"Ընտրիր "պատճառ"-ի թարգմանությունը","Choose the meaning of "cause"","Выбери перевод "причина""
w5_l4,w5_l4_v0_mc_answer,translate,5,"Թարգմանիր՝ "պատճառ"","Translate: "պատճառ"","Переведи: "պատճառ""
w5_l4,w5_l4_v0_mc_prompt,translate,9,"Թարգմանիր՝ "վերլուծել"","Translate: "վերլուծել"","Переведи: "վերլուծել""
w5_l4,w5_l4_v0_tr_answer,multiple_choice,10,"Ընտրիր "որոշել"-ի թարգմանությունը","Choose the meaning of "to decide"","Выбери перевод "решать""
w5_l4,w5_l4_v0_tr_prompt,multiple_choice,14,"Ընտրիր "փորձել"-ի թարգմանությունը","Choose the meaning of "to try"","Выбери перевод "пробовать""
w5_l4,w5_l4_v1,translate,15,"Թարգմանիր՝ "փորձել"","Translate: "փորձել"","Переведи: "փորձել""
w5_l4,w5_l4_v1_mc_answer,multiple_choice,16,"Ընտրիր "հաջողվել"-ի թարգմանությունը","Choose the meaning of "to succeed"","Выбери перевод "удаваться""
w5_l4,w5_l4_v1_mc_prompt,multiple_choice,20,"Ընտրիր "քայլ"-ի թարգմանությունը","Choose the meaning of "step"","Выбери перевод "шаг""
w5_l4,w5_l4_v1_tr_answer,translate,21,"Թարգմանիր՝ "քայլ"","Translate: "քայլ"","Переведи: "քայլ""
w5_l4,w5_l4_v1_tr_prompt,translate,25,"Թարգմանիր՝ "ընտրություն"","Translate: "ընտրություն"","Переведи: "ընտրություն""
w5_l4,w5_l4_v10,multiple_choice,26,"Ընտրիր "որոշում"-ի թարգմանությունը","Choose the meaning of "decision"","Выбери перевод "решение""
w5_l4,w5_l4_v10_mc_answer,translate,27,"Թարգմանիր՝ "որոշում"","Translate: "որոշում"","Переведи: "որոշում""
w5_l4,w5_l4_v10_mc_prompt,translate,31,"Թարգմանիր՝ "հաջողություն"","Translate: "հաջողություն"","Переведи: "հաջողություն""
w5_l4,w5_l4_v10_tr_answer,multiple_choice,32,"Ընտրիր "ձախողում"-ի թարգմանությունը","Choose the meaning of "failure"","Выбери перевод "провал""
w5_l4,w5_l4_v10_tr_prompt,multiple_choice,36,"Ընտրիր "լավագույն"-ի թարգմանությունը","Choose the meaning of "best"","Выбери перевод "лучший""
w5_l4,w5_l4_v11,translate,37,"Թարգմանիր՝ "լավագույն"","Translate: "լավագույն"","Переведи: "լավագույն""
w5_l4,w5_l4_v11_mc_answer,multiple_choice,38,"Ընտրիր "արագ"-ի թարգմանությունը","Choose the meaning of "fast"","Выбери перевод "быстрый""
w5_l4,w5_l4_v11_mc_prompt,multiple_choice,42,"Ընտրիր "համբերություն"-ի թարգմանությունը","Choose the meaning of "patience"","Выбери перевод "терпение""
w5_l4,w5_l4_v11_tr_answer,translate,43,"Թարգմանիր՝ "համբերություն"","Translate: "համբերություն"","Переведи: "համբերություն""
w5_l4,w5_l4_v11_tr_prompt,translate,47,"Թարգմանիր՝ "պլան"","Translate: "պլան"","Переведи: "պլան""
w5_l4,w5_l4_v12,multiple_choice,48,"Ընտրիր "հանգստություն"-ի թարգմանությունը","Choose the meaning of "calmness"","Выбери перевод "спокойствие""
w5_l4,w5_l4_v12_mc_answer,translate,49,"Թարգմանիր՝ "հանգստություն"","Translate: "հանգստություն"","Переведи: "հանգստություն""
w5_l5,w5_l5_match_prompt,translate,3,"Թարգմանիր՝ "համաձայնագիր"","Translate: "համաձայնագիր"","Переведи: "համաձայնագիր""
w5_l5,w5_l5_v0,multiple_choice,4,"Ընտրիր "պայմաններ"-ի թարգմանությունը","Choose the meaning of "terms"","Выбери перевод "условия""
w5_l5,w5_l5_v0_mc_answer,translate,5,"Թարգմանիր՝ "պայմաններ"","Translate: "պայմաններ"","Переведи: "պայմաններ""
w5_l5,w5_l5_v0_mc_prompt,translate,9,"Թարգմանիր՝ "զեղչ"","Translate: "զեղչ"","Переведи: "զեղչ""
w5_l5,w5_l5_v0_tr_answer,multiple_choice,10,"Ընտրիր "առաջարկ"-ի թարգմանությունը","Choose the meaning of "offer"","Выбери перевод "предложение""
w5_l5,w5_l5_v0_tr_prompt,multiple_choice,14,"Ընտրիր "համաձայն"-ի թարգմանությունը","Choose the meaning of "agreed"","Выбери перевод "согласовано""
w5_l5,w5_l5_v1,translate,15,"Թարգմանիր՝ "համաձայն"","Translate: "համաձայն"","Переведи: "համաձայն""
w5_l5,w5_l5_v1_mc_answer,multiple_choice,16,"Ընտրիր "մերժել"-ի թարգմանությունը","Choose the meaning of "to reject"","Выбери перевод "отклонить""
w5_l5,w5_l5_v1_mc_prompt,multiple_choice,20,"Ընտրիր "քննարկել"-ի թարգմանությունը","Choose the meaning of "to discuss"","Выбери перевод "обсуждать""
w5_l5,w5_l5_v1_tr_answer,translate,21,"Թարգմանիր՝ "քննարկել"","Translate: "քննարկել"","Переведи: "քննարկել""
w5_l5,w5_l5_v1_tr_prompt,translate,25,"Թարգմանիր՝ "զիջել"","Translate: "զիջել"","Переведи: "զիջել""
w5_l5,w5_l5_v10,multiple_choice,26,"Ընտրիր "պահանջել"-ի թարգմանությունը","Choose the meaning of "to demand"","Выбери перевод "требовать""
w5_l5,w5_l5_v10_mc_answer,translate,27,"Թարգմանիր՝ "պահանջել"","Translate: "պահանջել"","Переведи: "պահանջել""
w5_l5,w5_l5_v10_mc_prompt,translate,31,"Թարգմանիր՝ "շահ"","Translate: "շահ"","Переведи: "շահ""
w5_l5,w5_l5_v10_tr_answer,multiple_choice,32,"Ընտրիր "պարտություն"-ի թարգմանությունը","Choose the meaning of "loss"","Выбери перевод "потеря""
w5_l5,w5_l5_v10_tr_prompt,multiple_choice,36,"Ընտրիր "հնարավորություն"-ի թարգմանությունը","Choose the meaning of "opportunity"","Выбери перевод "возможность""
w5_l5,w5_l5_v11,translate,37,"Թարգմանիր՝ "հնարավորություն"","Translate: "հնարավորություն"","Переведи: "հնարավորություն""
w5_l5,w5_l5_v11_mc_answer,multiple_choice,38,"Ընտրիր "պայման"-ի թարգմանությունը","Choose the meaning of "condition"","Выбери перевод "условие""
w5_l5,w5_l5_v11_mc_prompt,multiple_choice,42,"Ընտրիր "հեղինակություն"-ի թարգմանությունը","Choose the meaning of "authority"","Выбери перевод "полномочие""
w5_l5,w5_l5_v11_tr_answer,translate,43,"Թարգմանիր՝ "հեղինակություն"","Translate: "հեղինակություն"","Переведи: "հեղինակություն""
w5_l5,w5_l5_v11_tr_prompt,translate,47,"Թարգմանիր՝ "հաճախորդ"","Translate: "հաճախորդ"","Переведи: "հաճախորդ""
w5_l5,w5_l5_v12,multiple_choice,48,"Ընտրիր "մատակարար"-ի թարգմանությունը","Choose the meaning of "supplier"","Выбери перевод "поставщик""
w5_l5,w5_l5_v12_mc_answer,translate,49,"Թարգմանիր՝ "մատակարար"","Translate: "մատակարար"","Переведи: "մատակարար""
w5_l6,w5_l6_match_prompt,translate,3,"Թարգմանիր՝ "ավանդույթ"","Translate: "ավանդույթ"","Переведи: "ավանդույթ""
w5_l6,w5_l6_v0,multiple_choice,4,"Ընտրիր "սովորույթ"-ի թարգմանությունը","Choose the meaning of "custom"","Выбери перевод "обычай""
w5_l6,w5_l6_v0_mc_answer,translate,5,"Թարգմանիր՝ "սովորույթ"","Translate: "սովորույթ"","Переведи: "սովորույթ""
w5_l6,w5_l6_v0_mc_prompt,translate,9,"Թարգմանիր՝ "կրոն"","Translate: "կրոն"","Переведи: "կրոն""
w5_l6,w5_l6_v0_tr_answer,multiple_choice,10,"Ընտրիր "արվեստ"-ի թարգմանությունը","Choose the meaning of "art"","Выбери перевод "искусство""
w5_l6,w5_l6_v0_tr_prompt,multiple_choice,14,"Ընտրիր "պար"-ի թարգմանությունը","Choose the meaning of "dance"","Выбери перевод "танец""
w5_l6,w5_l6_v1,translate,15,"Թարգմանիր՝ "պար"","Translate: "պար"","Переведи: "պար""
w5_l6,w5_l6_v1_mc_answer,multiple_choice,16,"Ընտրիր "խոհանոց"-ի թարգմանությունը","Choose the meaning of "cuisine"","Выбери перевод "кухня""
w5_l6,w5_l6_v1_mc_prompt,multiple_choice,20,"Ընտրիր "գրականություն"-ի թարգմանությունը","Choose the meaning of "literature"","Выбери перевод "литература""
w5_l6,w5_l6_v1_tr_answer,translate,21,"Թարգմանիր՝ "գրականություն"","Translate: "գրականություն"","Переведи: "գրականություն""
w5_l6,w5_l6_v1_tr_prompt,translate,25,"Թարգմանիր՝ "պատմություն"","Translate: "պատմություն"","Переведи: "պատմություն""
w5_l6,w5_l6_v10,multiple_choice,26,"Ընտրիր "ժողովուրդ"-ի թարգմանությունը","Choose the meaning of "people"","Выбери перевод "народ""
w5_l6,w5_l6_v10_mc_answer,translate,27,"Թարգմանիր՝ "ժողովուրդ"","Translate: "ժողովուրդ"","Переведи: "ժողովուրդ""
w5_l6,w5_l6_v10_mc_prompt,translate,31,"Թարգմանիր՝ "հայրենիք"","Translate: "հայրենիք"","Переведи: "հայրենիք""
w5_l6,w5_l6_v10_tr_answer,multiple_choice,32,"Ընտրիր "արմատներ"-ի թարգմանությունը","Choose the meaning of "roots"","Выбери перевод "корни""
w5_l6,w5_l6_v10_tr_prompt,multiple_choice,36,"Ընտրիր "արժեքներ"-ի թարգմանությունը","Choose the meaning of "values"","Выбери перевод "ценности""
w5_l6,w5_l6_v11,translate,37,"Թարգմանիր՝ "արժեքներ"","Translate: "արժեքներ"","Переведи: "արժեքներ""
w5_l6,w5_l6_v11_mc_answer,multiple_choice,38,"Ընտրիր "հարգանք"-ի թարգմանությունը","Choose the meaning of "respect"","Выбери перевод "уважение""
w5_l6,w5_l6_v11_mc_prompt,multiple_choice,42,"Ընտրիր "բազմազանություն"-ի թարգմանությունը","Choose the meaning of "diversity"","Выбери перевод "разнообразие""
w5_l6,w5_l6_v11_tr_answer,translate,43,"Թարգմանիր՝ "բազմազանություն"","Translate: "բազմազանություն"","Переведи: "բազմազանություն""
w5_l6,w5_l6_v11_tr_prompt,translate,47,"Թարգմանիր՝ "համատեղ"","Translate: "համատեղ"","Переведи: "համատեղ""
w5_l6,w5_l6_v12,multiple_choice,48,"Ընտրիր "հպարտություն"-ի թարգմանությունը","Choose the meaning of "pride"","Выбери перевод "гордость""
w5_l6,w5_l6_v12_mc_answer,translate,49,"Թարգմանիր՝ "հպարտություն"","Translate: "հպարտություն"","Переведи: "հպարտություն""
w6_l1,w6_l1_match_prompt,translate,3,"Թարգմանիր՝ "ազատ ժամանակ"","Translate: "ազատ ժամանակ"","Переведи: "ազատ ժամանակ""
w6_l1,w6_l1_v0,multiple_choice,4,"Ընտրիր "հետաքրքրություն"-ի թարգմանությունը","Choose the meaning of "interest"","Выбери перевод "интерес""
w6_l1,w6_l1_v0_mc_answer,translate,5,"Թարգմանիր՝ "հետաքրքրություն"","Translate: "հետաքրքրություն"","Переведи: "հետաքրքրություն""
w6_l1,w6_l1_v0_mc_prompt,translate,9,"Թարգմանիր՝ "վայելել"","Translate: "վայելել"","Переведи: "վայելել""
w6_l1,w6_l1_v0_tr_answer,multiple_choice,10,"Ընտրիր "զբաղվել"-ի թարգմանությունը","Choose the meaning of "to practice"","Выбери перевод "заниматься""
w6_l1,w6_l1_v0_tr_prompt,multiple_choice,14,"Ընտրիր "պարապմունք"-ի թարգմանությունը","Choose the meaning of "practice"","Выбери перевод "тренировка""
w6_l1,w6_l1_v1,translate,15,"Թարգմանիր՝ "պարապմունք"","Translate: "պարապմունք"","Переведи: "պարապմունք""
w6_l1,w6_l1_v1_mc_answer,multiple_choice,16,"Ընտրիր "ակումբ"-ի թարգմանությունը","Choose the meaning of "club"","Выбери перевод "клуб""
w6_l1,w6_l1_v1_mc_prompt,multiple_choice,20,"Ընտրիր "ընկերներ"-ի թարգմանությունը","Choose the meaning of "friends"","Выбери перевод "друзья""
w6_l1,w6_l1_v1_tr_answer,translate,21,"Թարգմանիր՝ "ընկերներ"","Translate: "ընկերներ"","Переведи: "ընկերներ""
w6_l1,w6_l1_v1_tr_prompt,translate,25,"Թարգմանիր՝ "հանգիստ"","Translate: "հանգիստ"","Переведи: "հանգիստ""
w6_l1,w6_l1_v10,multiple_choice,26,"Ընտրիր "առողջություն"-ի թարգմանությունը","Choose the meaning of "health"","Выбери перевод "здоровье""
w6_l1,w6_l1_v10_mc_answer,translate,27,"Թարգմանիր՝ "առողջություն"","Translate: "առողջություն"","Переведи: "առողջություն""
w6_l1,w6_l1_v10_mc_prompt,translate,31,"Թարգմանիր՝ "ծախս"","Translate: "ծախս"","Переведи: "ծախս""
w6_l1,w6_l1_v10_tr_answer,multiple_choice,32,"Ընտրիր "ժամանակացույց"-ի թարգմանությունը","Choose the meaning of "schedule"","Выбери перевод "расписание""
w6_l1,w6_l1_v10_tr_prompt,multiple_choice,36,"Ընտրիր "սիրողական"-ի թարգմանությունը","Choose the meaning of "amateur"","Выбери перевод "любительский""
w6_l1,w6_l1_v11,translate,37,"Թարգմանիր՝ "սիրողական"","Translate: "սիրողական"","Переведи: "սիրողական""
w6_l1,w6_l1_v11_mc_answer,multiple_choice,38,"Ընտրիր "պրոֆեսիոնալ"-ի թարգմանությունը","Choose the meaning of "professional"","Выбери перевод "профессиональный""
w6_l1,w6_l1_v11_mc_prompt,multiple_choice,42,"Ընտրիր "հաջողություն"-ի թարգմանությունը","Choose the meaning of "success"","Выбери перевод "успех""
w6_l1,w6_l1_v11_tr_answer,translate,43,"Թարգմանիր՝ "հաջողություն"","Translate: "հաջողություն"","Переведи: "հաջողություն""
w6_l1,w6_l1_v11_tr_prompt,translate,47,"Թարգմանիր՝ "բարելավել"","Translate: "բարելավել"","Переведи: "բարելավել""
