Lesson,Exercise ID,Type,Prompt,Answer,Audio ID,Has Audio
w5_l6,w5_l6_mc_8,multiple_choice,"Ընտրիր "խոհանոց"-ի թարգմանությունը","cuisine",000106,NO
w5_l6,w5_l6_tr_8,translate,"Թարգմանիր՝ "խոհանոց"","cuisine",000112,NO
w5_l6,w5_l6_mc_9,multiple_choice,"Ընտրիր "լեզու"-ի թարգմանությունը","language",000116,NO
w5_l6,w5_l6_tr_9,translate,"Թարգմանիր՝ "լեզու"","language",000122,NO
w5_l6,w5_l6_mc_10,multiple_choice,"Ընտրիր "գրականություն"-ի թարգմանությունը","literature",000126,NO
w5_l6,w5_l6_tr_10,translate,"Թարգմանիր՝ "գրականություն"","literature",000132,NO
w5_l6,w5_l6_mc_11,multiple_choice,"Ընտրիր "պոեզիա"-ի թարգմանությունը","poetry",000136,NO
w5_l6,w5_l6_tr_11,translate,"Թարգմանիր՝ "պոեզիա"","poetry",000142,NO
w5_l6,w5_l6_mc_12,multiple_choice,"Ընտրիր "պատմություն"-ի թարգմանությունը","history",000146,NO
w5_l6,w5_l6_tr_12,translate,"Թարգմանիր՝ "պատմություն"","history",000152,NO
w5_l6,w5_l6_mc_13,multiple_choice,"Ընտրիր "ժողովուրդ"-ի թարգմանությունը","people",000156,NO
w5_l6,w5_l6_tr_13,translate,"Թարգմանիր՝ "ժողովուրդ"","people",000162,NO
w5_l6,w5_l6_mc_14,multiple_choice,"Ընտրիր "ազգ"-ի թարգմանությունը","nation",000166,NO
w5_l6,w5_l6_tr_14,translate,"Թարգմանիր՝ "ազգ"","nation",000172,NO
w5_l6,w5_l6_mc_15,multiple_choice,"Ընտրիր "հայրենիք"-ի թարգմանությունը","homeland",000176,NO
w5_l6,w5_l6_tr_15,translate,"Թարգմանիր՝ "հայրենիք"","homeland",000182,NO
w5_l6,w5_l6_mc_16,multiple_choice,"Ընտրիր "արմատներ"-ի թարգմանությունը","roots",000186,NO
w5_l6,w5_l6_tr_16,translate,"Թարգմանիր՝ "արմատներ"","roots",000192,NO
w5_l6,w5_l6_mc_17,multiple_choice,"Ընտրիր "ինքնություն"-ի թարգմանությունը","identity",000196,NO
w5_l6,w5_l6_tr_17,translate,"Թարգմանիր՝ "ինքնություն"","identity",000202,NO
w5_l6,w5_l6_mc_18,multiple_choice,"Ընտրիր "արժեքներ"-ի թարգմանությունը","values",000206,NO
w5_l6,w5_l6_tr_18,translate,"Թարգմանիր՝ "արժեքներ"","values",000212,NO
w5_l6,w5_l6_mc_19,multiple_choice,"Ընտրիր "հարգանք"-ի թարգմանությունը","respect",000216,NO
w5_l6,w5_l6_tr_19,translate,"Թարգմանիր՝ "հարգանք"","respect",000222,NO
w5_l6,w5_l6_mc_20,multiple_choice,"Ընտրիր "տարբերություն"-ի թարգմանությունը","difference",000226,NO
w5_l6,w5_l6_tr_20,translate,"Թարգմանիր՝ "տարբերություն"","difference",000232,NO
w5_l6,w5_l6_mc_21,multiple_choice,"Ընտրիր "բազմազանություն"-ի թարգմանությունը","diversity",000236,NO
w5_l6,w5_l6_tr_21,translate,"Թարգմանիր՝ "բազմազանություն"","diversity",000242,NO
w5_l6,w5_l6_mc_22,multiple_choice,"Ընտրիր "հանդուրժողականություն"-ի թարգմանությունը","tolerance",000246,NO
w5_l6,w5_l6_tr_22,translate,"Թարգմանիր՝ "հանդուրժողականություն"","tolerance",000252,NO
w5_l6,w5_l6_mc_23,multiple_choice,"Ընտրիր "համատեղ"-ի թարգմանությունը","shared",000256,NO
w5_l6,w5_l6_tr_23,translate,"Թարգմանիր՝ "համատեղ"","shared",000262,NO
w5_l6,w5_l6_mc_24,multiple_choice,"Ընտրիր "հպարտություն"-ի թարգմանությունը","pride",000266,NO
w5_l6,w5_l6_tr_24,translate,"Թարգմանիր՝ "հպարտություն"","pride",000272,NO
w5_l6,w5_l6_match,match_pairs,"Կապիր հայերեն բառերը անգլերեն թարգմանությունների հետ","",011146,NO
w6_l1,w6_l1_mc_0,multiple_choice,"Ընտրիր "հոբբի"-ի թարգմանությունը","hobby",000026,NO
w6_l1,w6_l1_tr_0,translate,"Թարգմանիր՝ "հոբբի"","hobby",000032,NO
w6_l1,w6_l1_mc_1,multiple_choice,"Ընտրիր "ազատ ժամանակ"-ի թարգմանությունը","free time",000036,NO
w6_l1,w6_l1_tr_1,translate,"Թարգմանիր՝ "ազատ ժամանակ"","free time",000042,NO
w6_l1,w6_l1_mc_2,multiple_choice,"Ընտրիր "հետաքրքրություն"-ի թարգմանությունը","interest",000046,NO
w6_l1,w6_l1_tr_2,translate,"Թարգմանիր՝ "հետաքրքրություն"","interest",000052,NO
w6_l1,w6_l1_mc_3,multiple_choice,"Ընտրիր "սիրել"-ի թարգմանությունը","to love",000056,NO
w6_l1,w6_l1_tr_3,translate,"Թարգմանիր՝ "սիրել"","to love",000062,NO
w6_l1,w6_l1_mc_4,multiple_choice,"Ընտրիր "վայելել"-ի թարգմանությունը","to enjoy",000066,NO
w6_l1,w6_l1_tr_4,translate,"Թարգմանիր՝ "վայելել"","to enjoy",000072,NO
w6_l1,w6_l1_mc_5,multiple_choice,"Ընտրիր "զբաղվել"-ի թարգմանությունը","to practice",000076,NO
w6_l1,w6_l1_tr_5,translate,"Թարգմանիր՝ "զբաղվել"","to practice",000082,NO
w6_l1,w6_l1_mc_6,multiple_choice,"Ընտրիր "հմտություն"-ի թարգմանությունը","skill",000086,NO
w6_l1,w6_l1_tr_6,translate,"Թարգմանիր՝ "հմտություն"","skill",000092,NO
w6_l1,w6_l1_mc_7,multiple_choice,"Ընտրիր "պարապմունք"-ի թարգմանությունը","practice",000096,NO
w6_l1,w6_l1_tr_7,translate,"Թարգմանիր՝ "պարապմունք"","practice",000102,NO
w6_l1,w6_l1_mc_8,multiple_choice,"Ընտրիր "ակումբ"-ի թարգմանությունը","club",000106,NO
w6_l1,w6_l1_tr_8,translate,"Թարգմանիր՝ "ակումբ"","club",000112,NO
w6_l1,w6_l1_mc_9,multiple_choice,"Ընտրիր "ուսուցիչ"-ի թարգմանությունը","teacher",000116,NO
w6_l1,w6_l1_tr_9,translate,"Թարգմանիր՝ "ուսուցիչ"","teacher",000122,NO
w6_l1,w6_l1_mc_10,multiple_choice,"Ընտրիր "ընկերներ"-ի թարգմանությունը","friends",000126,NO
w6_l1,w6_l1_tr_10,translate,"Թարգմանիր՝ "ընկերներ"","friends",000132,NO
w6_l1,w6_l1_mc_11,multiple_choice,"Ընտրիր "ժամանակ անցկացնել"-ի թարգմանությունը","to spend time",000136,NO
w6_l1,w6_l1_tr_11,translate,"Թարգմանիր՝ "ժամանակ անցկացնել"","to spend time",000142,NO
w6_l1,w6_l1_mc_12,multiple_choice,"Ընտրիր "հանգիստ"-ի թարգմանությունը","relaxation",000146,NO
w6_l1,w6_l1_tr_12,translate,"Թարգմանիր՝ "հանգիստ"","relaxation",000152,NO
w6_l1,w6_l1_mc_13,multiple_choice,"Ընտրիր "առողջություն"-ի թարգմանությունը","health",000156,NO
w6_l1,w6_l1_tr_13,translate,"Թարգմանիր՝ "առողջություն"","health",000162,NO
w6_l1,w6_l1_mc_14,multiple_choice,"Ընտրիր "սարքավորում"-ի թարգմանությունը","equipment",000166,NO
w6_l1,w6_l1_tr_14,translate,"Թարգմանիր՝ "սարքավորում"","equipment",000172,NO
w6_l1,w6_l1_mc_15,multiple_choice,"Ընտրիր "ծախս"-ի թարգմանությունը","cost",000176,NO
w6_l1,w6_l1_tr_15,translate,"Թարգմանիր՝ "ծախս"","cost",000182,NO
w6_l1,w6_l1_mc_16,multiple_choice,"Ընտրիր "ժամանակացույց"-ի թարգմանությունը","schedule",000186,NO
w6_l1,w6_l1_tr_16,translate,"Թարգմանիր՝ "ժամանակացույց"","schedule",000192,NO
w6_l1,w6_l1_mc_17,multiple_choice,"Ընտրիր "մրցույթ"-ի թարգմանությունը","competition",000196,NO
w6_l1,w6_l1_tr_17,translate,"Թարգմանիր՝ "մրցույթ"","competition",000202,NO
w6_l1,w6_l1_mc_18,multiple_choice,"Ընտրիր "սիրողական"-ի թարգմանությունը","amateur",000206,NO
w6_l1,w6_l1_tr_18,translate,"Թարգմանիր՝ "սիրողական"","amateur",000212,NO
w6_l1,w6_l1_mc_19,multiple_choice,"Ընտրիր "պրոֆեսիոնալ"-ի թարգմանությունը","professional",000216,NO
w6_l1,w6_l1_tr_19,translate,"Թարգմանիր՝ "պրոֆեսիոնալ"","professional",000222,NO
w6_l1,w6_l1_mc_20,multiple_choice,"Ընտրիր "էներգիա"-ի թարգմանությունը","energy",000226,NO
w6_l1,w6_l1_tr_20,translate,"Թարգմանիր՝ "էներգիա"","energy",000232,NO
w6_l1,w6_l1_mc_21,multiple_choice,"Ընտրիր "հաջողություն"-ի թարգմանությունը","success",000236,NO
w6_l1,w6_l1_tr_21,translate,"Թարգմանիր՝ "հաջողություն"","success",000242,NO
w6_l1,w6_l1_mc_22,multiple_choice,"Ընտրիր "սովորել"-ի թարգմանությունը","to learn",000246,NO
w6_l1,w6_l1_tr_22,translate,"Թարգմանիր՝ "սովորել"","to learn",000252,NO
w6_l1,w6_l1_mc_23,multiple_choice,"Ընտրիր "բարելավել"-ի թարգմանությունը","to improve",000256,NO
w6_l1,w6_l1_tr_23,translate,"Թարգմանիր՝ "բարելավել"","to improve",000262,NO
w6_l1,w6_l1_mc_24,multiple_choice,"Ընտրիր "հանգստանալ"-ի թարգմանությունը","to relax",000266,NO
w6_l1,w6_l1_tr_24,translate,"Թարգմանիր՝ "հանգստանալ"","to relax",000272,NO
w6_l1,w6_l1_match,match_pairs,"Կապիր հայերեն բառերը անգլերեն թարգմանությունների հետ","",011425,NO
w6_l2,w6_l2_mc_0,multiple_choice,"Ընտրիր "հոբբի"-ի թարգմանությունը","hobby",000026,NO
w6_l2,w6_l2_tr_0,translate,"Թարգմանիր՝ "հոբբի"","hobby",000032,NO
w6_l2,w6_l2_mc_1,multiple_choice,"Ընտրիր "ազատ ժամանակ"-ի թարգմանությունը","free time",000036,NO
w6_l2,w6_l2_tr_1,translate,"Թարգմանիր՝ "ազատ ժամանակ"","free time",000042,NO
w6_l2,w6_l2_mc_2,multiple_choice,"Ընտրիր "հետաքրքրություն"-ի թարգմանությունը","interest",000046,NO
w6_l2,w6_l2_tr_2,translate,"Թարգմանիր՝ "հետաքրքրություն"","interest",000052,NO
w6_l2,w6_l2_mc_3,multiple_choice,"Ընտրիր "սիրել"-ի թարգմանությունը","to love",000056,NO
w6_l2,w6_l2_tr_3,translate,"Թարգմանիր՝ "սիրել"","to love",000062,NO
w6_l2,w6_l2_mc_4,multiple_choice,"Ընտրիր "վայելել"-ի թարգմանությունը","to enjoy",000066,NO
w6_l2,w6_l2_tr_4,translate,"Թարգմանիր՝ "վայելել"","to enjoy",000072,NO
w6_l2,w6_l2_mc_5,multiple_choice,"Ընտրիր "զբաղվել"-ի թարգմանությունը","to practice",000076,NO
w6_l2,w6_l2_tr_5,translate,"Թարգմանիր՝ "զբաղվել"","to practice",000082,NO
w6_l2,w6_l2_mc_6,multiple_choice,"Ընտրիր "հմտություն"-ի թարգմանությունը","skill",000086,NO
w6_l2,w6_l2_tr_6,translate,"Թարգմանիր՝ "հմտություն"","skill",000092,NO
w6_l2,w6_l2_mc_7,multiple_choice,"Ընտրիր "պարապմունք"-ի թարգմանությունը","practice",000096,NO
w6_l2,w6_l2_tr_7,translate,"Թարգմանիր՝ "պարապմունք"","practice",000102,NO
w6_l2,w6_l2_mc_8,multiple_choice,"Ընտրիր "ակումբ"-ի թարգմանությունը","club",000106,NO
w6_l2,w6_l2_tr_8,translate,"Թարգմանիր՝ "ակումբ"","club",000112,NO
w6_l2,w6_l2_mc_9,multiple_choice,"Ընտրիր "ուսուցիչ"-ի թարգմանությունը","teacher",000116,NO
w6_l2,w6_l2_tr_9,translate,"Թարգմանիր՝ "ուսուցիչ"","teacher",000122,NO
w6_l2,w6_l2_mc_10,multiple_choice,"Ընտրիր "ընկերներ"-ի թարգմանությունը","friends",000126,NO
w6_l2,w6_l2_tr_10,translate,"Թարգմանիր՝ "ընկերներ"","friends",000132,NO
w6_l2,w6_l2_mc_11,multiple_choice,"Ընտրիր "ժամանակ անցկացնել"-ի թարգմանությունը","to spend time",000136,NO
w6_l2,w6_l2_tr_11,translate,"Թարգմանիր՝ "ժամանակ անցկացնել"","to spend time",000142,NO
w6_l2,w6_l2_mc_12,multiple_choice,"Ընտրիր "հանգիստ"-ի թարգմանությունը","relaxation",000146,NO
w6_l2,w6_l2_tr_12,translate,"Թարգմանիր՝ "հանգիստ"","relaxation",000152,NO
w6_l2,w6_l2_mc_13,multiple_choice,"Ընտրիր "առողջություն"-ի թարգմանությունը","health",000156,NO
w6_l2,w6_l2_tr_13,translate,"Թարգմանիր՝ "առողջություն"","health",000162,NO
w6_l2,w6_l2_mc_14,multiple_choice,"Ընտրիր "սարքավորում"-ի թարգմանությունը","equipment",000166,NO
w6_l2,w6_l2_tr_14,translate,"Թարգմանիր՝ "սարքավորում"","equipment",000172,NO
w6_l2,w6_l2_mc_15,multiple_choice,"Ընտրիր "ծախս"-ի թարգմանությունը","cost",000176,NO
w6_l2,w6_l2_tr_15,translate,"Թարգմանիր՝ "ծախս"","cost",000182,NO
w6_l2,w6_l2_mc_16,multiple_choice,"Ընտրիր "ժամանակացույց"-ի թարգմանությունը","schedule",000186,NO
w6_l2,w6_l2_tr_16,translate,"Թարգմանիր՝ "ժամանակացույց"","schedule",000192,NO
w6_l2,w6_l2_mc_17,multiple_choice,"Ընտրիր "մրցույթ"-ի թարգմանությունը","competition",000196,NO
w6_l2,w6_l2_tr_17,translate,"Թարգմանիր՝ "մրցույթ"","competition",000202,NO
w6_l2,w6_l2_mc_18,multiple_choice,"Ընտրիր "սիրողական"-ի թարգմանությունը","amateur",000206,NO
w6_l2,w6_l2_tr_18,translate,"Թարգմանիր՝ "սիրողական"","amateur",000212,NO
w6_l2,w6_l2_mc_19,multiple_choice,"Ընտրիր "պրոֆեսիոնալ"-ի թարգմանությունը","professional",000216,NO
w6_l2,w6_l2_tr_19,translate,"Թարգմանիր՝ "պրոֆեսիոնալ"","professional",000222,NO
w6_l2,w6_l2_mc_20,multiple_choice,"Ընտրիր "էներգիա"-ի թարգմանությունը","energy",000226,NO
w6_l2,w6_l2_tr_20,translate,"Թարգմանիր՝ "էներգիա"","energy",000232,NO
w6_l2,w6_l2_mc_21,multiple_choice,"Ընտրիր "հաջողություն"-ի թարգմանությունը","success",000236,NO
w6_l2,w6_l2_tr_21,translate,"Թարգմանիր՝ "հաջողություն"","success",000242,NO
w6_l2,w6_l2_mc_22,multiple_choice,"Ընտրիր "սովորել"-ի թարգմանությունը","to learn",000246,NO
w6_l2,w6_l2_tr_22,translate,"Թարգմանիր՝ "սովորել"","to learn",000252,NO
w6_l2,w6_l2_mc_23,multiple_choice,"Ընտրիր "բարելավել"-ի թարգմանությունը","to improve",000256,NO
w6_l2,w6_l2_tr_23,translate,"Թարգմանիր՝ "բարելավել"","to improve",000262,NO
w6_l2,w6_l2_mc_24,multiple_choice,"Ընտրիր "հանգստանալ"-ի թարգմանությունը","to relax",000266,NO
w6_l2,w6_l2_tr_24,translate,"Թարգմանիր՝ "հանգստանալ"","to relax",000272,NO
w6_l2,w6_l2_match,match_pairs,"Կապիր հայերեն բառերը անգլերեն թարգմանությունների հետ","",011704,NO
w6_l3,w6_l3_mc_0,multiple_choice,"Ընտրիր "հոբբի"-ի թարգմանությունը","hobby",000026,NO
w6_l3,w6_l3_tr_0,translate,"Թարգմանիր՝ "հոբբի"","hobby",000032,NO
w6_l3,w6_l3_mc_1,multiple_choice,"Ընտրիր "ազատ ժամանակ"-ի թարգմանությունը","free time",000036,NO
w6_l3,w6_l3_tr_1,translate,"Թարգմանիր՝ "ազատ ժամանակ"","free time",000042,NO
w6_l3,w6_l3_mc_2,multiple_choice,"Ընտրիր "հետաքրքրություն"-ի թարգմանությունը","interest",000046,NO
w6_l3,w6_l3_tr_2,translate,"Թարգմանիր՝ "հետաքրքրություն"","interest",000052,NO
w6_l3,w6_l3_mc_3,multiple_choice,"Ընտրիր "սիրել"-ի թարգմանությունը","to love",000056,NO
w6_l3,w6_l3_tr_3,translate,"Թարգմանիր՝ "սիրել"","to love",000062,NO
w6_l3,w6_l3_mc_4,multiple_choice,"Ընտրիր "վայելել"-ի թարգմանությունը","to enjoy",000066,NO
w6_l3,w6_l3_tr_4,translate,"Թարգմանիր՝ "վայելել"","to enjoy",000072,NO
w6_l3,w6_l3_mc_5,multiple_choice,"Ընտրիր "զբաղվել"-ի թարգմանությունը","to practice",000076,NO
w6_l3,w6_l3_tr_5,translate,"Թարգմանիր՝ "զբաղվել"","to practice",000082,NO
w6_l3,w6_l3_mc_6,multiple_choice,"Ընտրիր "հմտություն"-ի թարգմանությունը","skill",000086,NO
w6_l3,w6_l3_tr_6,translate,"Թարգմանիր՝ "հմտություն"","skill",000092,NO
w6_l3,w6_l3_mc_7,multiple_choice,"Ընտրիր "պարապմունք"-ի թարգմանությունը","practice",000096,NO
w6_l3,w6_l3_tr_7,translate,"Թարգմանիր՝ "պարապմունք"","practice",000102,NO
w6_l3,w6_l3_mc_8,multiple_choice,"Ընտրիր "ակումբ"-ի թարգմանությունը","club",000106,NO
w6_l3,w6_l3_tr_8,translate,"Թարգմանիր՝ "ակումբ"","club",000112,NO
w6_l3,w6_l3_mc_9,multiple_choice,"Ընտրիր "ուսուցիչ"-ի թարգմանությունը","teacher",000116,NO
w6_l3,w6_l3_tr_9,translate,"Թարգմանիր՝ "ուսուցիչ"","teacher",000122,NO
w6_l3,w6_l3_mc_10,multiple_choice,"Ընտրիր "ընկերներ"-ի թարգմանությունը","friends",000126,NO
w6_l3,w6_l3_tr_10,translate,"Թարգմանիր՝ "ընկերներ"","friends",000132,NO
w6_l3,w6_l3_mc_11,multiple_choice,"Ընտրիր "ժամանակ անցկացնել"-ի թարգմանությունը","to spend time",000136,NO
w6_l3,w6_l3_tr_11,translate,"Թարգմանիր՝ "ժամանակ անցկացնել"","to spend time",000142,NO
w6_l3,w6_l3_mc_12,multiple_choice,"Ընտրիր "հանգիստ"-ի թարգմանությունը","relaxation",000146,NO
w6_l3,w6_l3_tr_12,translate,"Թարգմանիր՝ "հանգիստ"","relaxation",000152,NO
w6_l3,w6_l3_mc_13,multiple_choice,"Ընտրիր "առողջություն"-ի թարգմանությունը","health",000156,NO
w6_l3,w6_l3_tr_13,translate,"Թարգմանիր՝ "առողջություն"","health",000162,NO
w6_l3,w6_l3_mc_14,multiple_choice,"Ընտրիր "սարքավորում"-ի թարգմանությունը","equipment",000166,NO
w6_l3,w6_l3_tr_14,translate,"Թարգմանիր՝ "սարքավորում"","equipment",000172,NO
w6_l3,w6_l3_mc_15,multiple_choice,"Ընտրիր "ծախս"-ի թարգմանությունը","cost",000176,NO
w6_l3,w6_l3_tr_15,translate,"Թարգմանիր՝ "ծախս"","cost",000182,NO
w6_l3,w6_l3_mc_16,multiple_choice,"Ընտրիր "ժամանակացույց"-ի թարգմանությունը","schedule",000186,NO
w6_l3,w6_l3_tr_16,translate,"Թարգմանիր՝ "ժամանակացույց"","schedule",000192,NO
w6_l3,w6_l3_mc_17,multiple_choice,"Ընտրիր "մրցույթ"-ի թարգմանությունը","competition",000196,NO
w6_l3,w6_l3_tr_17,translate,"Թարգմանիր՝ "մրցույթ"","competition",000202,NO
w6_l3,w6_l3_mc_18,multiple_choice,"Ընտրիր "սիրողական"-ի թարգմանությունը","amateur",000206,NO
w6_l3,w6_l3_tr_18,translate,"Թարգմանիր՝ "սիրողական"","amateur",000212,NO
w6_l3,w6_l3_mc_19,multiple_choice,"Ընտրիր "պրոֆեսիոնալ"-ի թարգմանությունը","professional",000216,NO
w6_l3,w6_l3_tr_19,translate,"Թարգմանիր՝ "պրոֆեսիոնալ"","professional",000222,NO
w6_l3,w6_l3_mc_20,multiple_choice,"Ընտրիր "էներգիա"-ի թարգմանությունը","energy",000226,NO
w6_l3,w6_l3_tr_20,translate,"Թարգմանիր՝ "էներգիա"","energy",000232,NO
w6_l3,w6_l3_mc_21,multiple_choice,"Ընտրիր "հաջողություն"-ի թարգմանությունը","success",000236,NO
w6_l3,w6_l3_tr_21,translate,"Թարգմանիր՝ "հաջողություն"","success",000242,NO
w6_l3,w6_l3_mc_22,multiple_choice,"Ընտրիր "սովորել"-ի թարգմանությունը","to learn",000246,NO
w6_l3,w6_l3_tr_22,translate,"Թարգմանիր՝ "սովորել"","to learn",000252,NO
w6_l3,w6_l3_mc_23,multiple_choice,"Ընտրիր "բարելավել"-ի թարգմանությունը","to improve",000256,NO
w6_l3,w6_l3_tr_23,translate,"Թարգմանիր՝ "բարելավել"","to improve",000262,NO
w6_l3,w6_l3_mc_24,multiple_choice,"Ընտրիր "հանգստանալ"-ի թարգմանությունը","to relax",000266,NO
w6_l3,w6_l3_tr_24,translate,"Թարգմանիր՝ "հանգստանալ"","to relax",000272,NO
w6_l3,w6_l3_match,match_pairs,"Կապիր հայերեն բառերը անգլերեն թարգմանությունների հետ","",011983,NO
w6_l4,w6_l4_mc_0,multiple_choice,"Ընտրիր "հոբբի"-ի թարգմանությունը","hobby",000026,NO
w6_l4,w6_l4_tr_0,translate,"Թարգմանիր՝ "հոբբի"","hobby",000032,NO
w6_l4,w6_l4_mc_1,multiple_choice,"Ընտրիր "ազատ ժամանակ"-ի թարգմանությունը","free time",000036,NO
w6_l4,w6_l4_tr_1,translate,"Թարգմանիր՝ "ազատ ժամանակ"","free time",000042,NO
w6_l4,w6_l4_mc_2,multiple_choice,"Ընտրիր "հետաքրքրություն"-ի թարգմանությունը","interest",000046,NO
w6_l4,w6_l4_tr_2,translate,"Թարգմանիր՝ "հետաքրքրություն"","interest",000052,NO
w6_l4,w6_l4_mc_3,multiple_choice,"Ընտրիր "սիրել"-ի թարգմանությունը","to love",000056,NO
w6_l4,w6_l4_tr_3,translate,"Թարգմանիր՝ "սիրել"","to love",000062,NO
w6_l4,w6_l4_mc_4,multiple_choice,"Ընտրիր "վայելել"-ի թարգմանությունը","to enjoy",000066,NO
w6_l4,w6_l4_tr_4,translate,"Թարգմանիր՝ "վայելել"","to enjoy",000072,NO
w6_l4,w6_l4_mc_5,multiple_choice,"Ընտրիր "զբաղվել"-ի թարգմանությունը","to practice",000076,NO
w6_l4,w6_l4_tr_5,translate,"Թարգմանիր՝ "զբաղվել"","to practice",000082,NO
w6_l4,w6_l4_mc_6,multiple_choice,"Ընտրիր "հմտություն"-ի թարգմանությունը","skill",000086,NO
w6_l4,w6_l4_tr_6,translate,"Թարգմանիր՝ "հմտություն"","skill",000092,NO
w6_l4,w6_l4_mc_7,multiple_choice,"Ընտրիր "պարապմունք"-ի թարգմանությունը","practice",000096,NO
w6_l4,w6_l4_tr_7,translate,"Թարգմանիր՝ "պարապմունք"","practice",000102,NO
w6_l4,w6_l4_mc_8,multiple_choice,"Ընտրիր "ակումբ"-ի թարգմանությունը","club",000106,NO
w6_l4,w6_l4_tr_8,translate,"Թարգմանիր՝ "ակումբ"","club",000112,NO
w6_l4,w6_l4_mc_9,multiple_choice,"Ընտրիր "ուսուցիչ"-ի թարգմանությունը","teacher",000116,NO
w6_l4,w6_l4_tr_9,translate,"Թարգմանիր՝ "ուսուցիչ"","teacher",000122,NO
w6_l4,w6_l4_mc_10,multiple_choice,"Ընտրիր "ընկերներ"-ի թարգմանությունը","friends",000126,NO
w6_l4,w6_l4_tr_10,translate,"Թարգմանիր՝ "ընկերներ"","friends",000132,NO
w6_l4,w6_l4_mc_11,multiple_choice,"Ընտրիր "ժամանակ անցկացնել"-ի թարգմանությունը","to spend time",000136,NO
w6_l4,w6_l4_tr_11,translate,"Թարգմանիր՝ "ժամանակ անցկացնել"","to spend time",000142,NO
w6_l4,w6_l4_mc_12,multiple_choice,"Ընտրիր "հանգիստ"-ի թարգմանությունը","relaxation",000146,NO
w6_l4,w6_l4_tr_12,translate,"Թարգմանիր՝ "հանգիստ"","relaxation",000152,NO
w6_l4,w6_l4_mc_13,multiple_choice,"Ընտրիր "առողջություն"-ի թարգմանությունը","health",000156,NO
w6_l4,w6_l4_tr_13,translate,"Թարգմանիր՝ "առողջություն"","health",000162,NO
w6_l4,w6_l4_mc_14,multiple_choice,"Ընտրիր "սարքավորում"-ի թարգմանությունը","equipment",000166,NO
w6_l4,w6_l4_tr_14,translate,"Թարգմանիր՝ "սարքավորում"","equipment",000172,NO
w6_l4,w6_l4_mc_15,multiple_choice,"Ընտրիր "ծախս"-ի թարգմանությունը","cost",000176,NO
w6_l4,w6_l4_tr_15,translate,"Թարգմանիր՝ "ծախս"","cost",000182,NO
w6_l4,w6_l4_mc_16,multiple_choice,"Ընտրիր "ժամանակացույց"-ի թարգմանությունը","schedule",000186,NO
w6_l4,w6_l4_tr_16,translate,"Թարգմանիր՝ "ժամանակացույց"","schedule",000192,NO
w6_l4,w6_l4_mc_17,multiple_choice,"Ընտրիր "մրցույթ"-ի թարգմանությունը","competition",000196,NO
w6_l4,w6_l4_tr_17,translate,"Թարգմանիր՝ "մրցույթ"","competition",000202,NO
w6_l4,w6_l4_mc_18,multiple_choice,"Ընտրիր "սիրողական"-ի թարգմանությունը","amateur",000206,NO
w6_l4,w6_l4_tr_18,translate,"Թարգմանիր՝ "սիրողական"","amateur",000212,NO
w6_l4,w6_l4_mc_19,multiple_choice,"Ընտրիր "պրոֆեսիոնալ"-ի թարգմանությունը","professional",000216,NO
w6_l4,w6_l4_tr_19,translate,"Թարգմանիր՝ "պրոֆեսիոնալ"","professional",000222,NO
w6_l4,w6_l4_mc_20,multiple_choice,"Ընտրիր "էներգիա"-ի թարգմանությունը","energy",000226,NO
w6_l4,w6_l4_tr_20,translate,"Թարգմանիր՝ "էներգիա"","energy",000232,NO
w6_l4,w6_l4_mc_21,multiple_choice,"Ընտրիր "հաջողություն"-ի թարգմանությունը","success",000236,NO
w6_l4,w6_l4_tr_21,translate,"Թարգմանիր՝ "հաջողություն"","success",000242,NO
w6_l4,w6_l4_mc_22,multiple_choice,"Ընտրիր "սովորել"-ի թարգմանությունը","to learn",000246,NO
w6_l4,w6_l4_tr_22,translate,"Թարգմանիր՝ "սովորել"","to learn",000252,NO
w6_l4,w6_l4_mc_23,multiple_choice,"Ընտրիր "բարելավել"-ի թարգմանությունը","to improve",000256,NO
w6_l4,w6_l4_tr_23,translate,"Թարգմանիր՝ "բարելավել"","to improve",000262,NO
w6_l4,w6_l4_mc_24,multiple_choice,"Ընտրիր "հանգստանալ"-ի թարգմանությունը","to relax",000266,NO
w6_l4,w6_l4_tr_24,translate,"Թարգմանիր՝ "հանգստանալ"","to relax",000272,NO
w6_l4,w6_l4_match,match_pairs,"Կապիր հայերեն բառերը անգլերեն թարգմանությունների հետ","",012262,NO
w6_l5,w6_l5_mc_0,multiple_choice,"Ընտրիր "հոբբի"-ի թարգմանությունը","hobby",000026,NO
w6_l5,w6_l5_tr_0,translate,"Թարգմանիր՝ "հոբբի"","hobby",000032,NO
w6_l5,w6_l5_mc_1,multiple_choice,"Ընտրիր "ազատ ժամանակ"-ի թարգմանությունը","free time",000036,NO
w6_l5,w6_l5_tr_1,translate,"Թարգմանիր՝ "ազատ ժամանակ"","free time",000042,NO
w6_l5,w6_l5_mc_2,multiple_choice,"Ընտրիր "հետաքրքրություն"-ի թարգմանությունը","interest",000046,NO
w6_l5,w6_l5_tr_2,translate,"Թարգմանիր՝ "հետաքրքրություն"","interest",000052,NO
w6_l5,w6_l5_mc_3,multiple_choice,"Ընտրիր "սիրել"-ի թարգմանությունը","to love",000056,NO
w6_l5,w6_l5_tr_3,translate,"Թարգմանիր՝ "սիրել"","to love",000062,NO
